ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	BgRatio_num	GeneRatio_num
GO:0007030	Golgi organization	33/1400	137/28891	1.21356082701942e-14	6.1196562795243e-12	4.10868727846384e-12	Optn/Uso1/Surf4/Sec16b/Ehd3/Lman1/Yipf5/Bet1/Arl1/Pde4dip/Golga2/Gorasp2/Tbc1d20/Lysmd3/Golph3/Stx5a/Golga5/Cog6/Pi4k2b/Rab2a/Tmed3/Blzf1/Atp8b2/Sec22b/Rab1a/Myo18a/Trip11/Sec16a/Vamp7/Gorasp1/Cog2/Stx18/Akap9	33	0.240875912408759	137	33
GO:0009100	glycoprotein metabolic process	55/1400	354/28891	2.0666289051003e-14	9.55299211382616e-12	6.41380093530252e-12	Ramp1/Gpc1/Chst11/St3gal1/Chst3/Ostc/B3gnt9/Chsy1/Galnt3/Mgat5/Pgm3/Golga2/Pcsk6/Golph3/Hpse/Slc2a10/Ost4/Npc1/Gmppb/Pofut2/Col11a1/Hexa/Csgalnact2/B3gat3/Alg1/Mogs/Gxylt2/St6galnac6/Ugdh/Pomt2/Dad1/C1galt1c1/Slc35c2/Alg5/B4galt7/Ids/Chpf2/Rab1a/Entpd5/Manba/Adamts12/Trip11/Gorasp1/Phlda1/Tmem59/Lipc/Dpm3/Chst13/Slc35d1/Neu2/Abca2/Tmtc2/Col2a1/Gfpt2/Xylt1	55	0.155367231638418	354	55
GO:0030199	collagen fibril organization	22/1400	61/28891	3.6648652804498e-14	1.56376982389654e-11	1.04990229653696e-11	Col11a2/P3h1/Loxl4/Fkbp10/Lox/Col1a1/Serpinh1/Col5a1/Adamts14/Col11a1/Col1a2/Col5a2/Colgalt1/Zfp469/P4ha1/Adamts12/Mia3/Adamts2/Rb1/Dpt/Tnxb/Col2a1	22	0.360655737704918	61	22
GO:0030278	regulation of ossification	33/1400	144/28891	5.64929629555365e-14	2.23833189653115e-11	1.50279776644127e-11	Bglap2/Bglap/Sgms2/Tmem119/Ifitm5/Tent5a/Phospho1/Mef2c/Runx2/Creb3l1/Lrp4/Tgfb1/Ano6/P3h1/Trpm4/Notum/Chsy1/Wnt10b/Bglap3/Fam20c/Atp2b1/Kremen1/Cd276/Pkdcc/Mia3/Rxrb/Dhrs3/Csf1r/Fzd9/Vdr/Intu/Scube2/Dkk1	33	0.229166666666667	144	33
GO:0016055	Wnt signaling pathway	61/1400	460/28891	1.08974179381495e-12	4.02986515352768e-10	2.70561857299459e-10	Klf4/Cpe/Tcf7/Cdh2/Wif1/Lrp4/Tgfb1/Dixdc1/Dlx3/Trpm4/Ift20/Notum/Dlx5/Reck/Egr1/Wnt10b/Col1a1/Prkaa2/Kremen1/Rnf43/Bambi/Cthrc1/Fzd8/Wnt5b/Limd1/Lrrfip2/Rab5a/Vgll4/Dab2ip/Grhl3/Tsku/Prickle1/Fzd5/Wnt11/Wnt10a/Dvl1/Sox4/Hbp1/Wnt6/Wwox/Wnt7b/Calcoco1/Mitf/Gli1/Abl2/Lgr4/Tnn/Tle1/Tlr2/Fzd9/Sema5a/Gprc5b/Nkd2/Frat2/Ccdc88c/Dkk1/Frzb/Cdh3/Ptpro/Sfrp4/Celsr2	61	0.132608695652174	460	61
GO:0198738	cell-cell signaling by wnt	61/1400	462/28891	1.31694161512849e-12	4.56567196194859e-10	3.06535489100303e-10	Klf4/Cpe/Tcf7/Cdh2/Wif1/Lrp4/Tgfb1/Dixdc1/Dlx3/Trpm4/Ift20/Notum/Dlx5/Reck/Egr1/Wnt10b/Col1a1/Prkaa2/Kremen1/Rnf43/Bambi/Cthrc1/Fzd8/Wnt5b/Limd1/Lrrfip2/Rab5a/Vgll4/Dab2ip/Grhl3/Tsku/Prickle1/Fzd5/Wnt11/Wnt10a/Dvl1/Sox4/Hbp1/Wnt6/Wwox/Wnt7b/Calcoco1/Mitf/Gli1/Abl2/Lgr4/Tnn/Tle1/Tlr2/Fzd9/Sema5a/Gprc5b/Nkd2/Frat2/Ccdc88c/Dkk1/Frzb/Cdh3/Ptpro/Sfrp4/Celsr2	61	0.132034632034632	462	61
GO:0045444	fat cell differentiation	44/1400	270/28891	1.57545828524576e-12	5.14062771074012e-10	3.45137548804922e-10	Slc39a13/Klf4/Metrnl/Wif1/Tgfb1/Xbp1/Trpm4/Trpv4/Eif2ak3/Adgrf5/Zbtb7c/Ap1s2/Wnt10b/Fabp3/Gper1/Flcn/Osbpl8/Nr4a1/Wnt5b/Sh3pxd2b/Scd1/Pim1/Rora/Lpin1/Fndc3b/Fosl2/Nr4a3/Ptgs2/Nucb2/Nr4a2/Tmem120b/Selenbp1/Sirt1/Dysf/Nudt7/Sort1/Hes1/Aamdc/Bnip3/Pex11a/Sh2b2/Frzb/Rarres2/Sox8	44	0.162962962962963	270	44
GO:0072659	protein localization to plasma membrane	48/1400	315/28891	1.94071149717919e-12	5.98062593047387e-10	4.01534343685378e-10	Ramp1/Atp2b4/Optn/Cdh2/Sec23a/Tgfb1/Camk2b/Ift20/Lgals3/Camk2a/Ehd3/Abi3/Rab31/Mmp14/Gga2/Cacnb3/Gper1/C2cd5/Ldlrap1/Gorasp2/Rhoq/Tspan14/Golph3/Atp1b3/Ttc7/Ptch1/Pkdcc/Sytl2/Arl6ip5/Blzf1/Vamp8/Cib1/Tmem150a/Sec16a/Vamp7/Gorasp1/Lrrc15/Tmem59/Tmbim1/Golga4/Pacsin1/Ttc7b/Cdk5/Nkd2/Rab3d/Gga3/Stac2/Lyplal1	48	0.152380952380952	315	48
GO:0022411	cellular component disassembly	60/1400	462/28891	4.07656095210204e-12	1.19014124217421e-09	7.99051116262439e-10	Optn/Ndel1/Gsn/Trpv4/Mical3/Gper1/Snx7/Eef2k/Prkaa2/Capg/Golga2/Fbxw7/Wipi1/Retreg2/Sh3gl1/Cdk5rap3/Map1b/Tom1/Stx5a/Sh3pxd2b/Tmod1/Rnf41/Gabarap/Carmil1/Map1a/Prickle1/Rubcnl/Vamp8/Uba5/Cib1/Tmem39a/Mical2/Arfip2/Arhgef1/Plek/Spef1/Ddrgk1/Ufc1/Tspo/Mcoln1/Mical1/Wdr45/Dysf/Ufl1/Ascc3/Dusp3/Avil/Nckap5l/Ufm1/Endog/Cdk5/Sema5a/Nes/Bnip3/Aqp2/Mfsd8/Sptb/Ngef/Adamts15/Rp1	60	0.12987012987013	462	60
GO:0016236	macroautophagy	43/1400	268/28891	4.8053329129712e-12	1.33275908341256e-09	8.94803570846952e-10	Optn/Tgfb1/Ift20/Pikfyve/Snx7/Scfd1/Prkaa2/Wipi1/Retreg2/Tom1/Npc1/Rnf41/Gabarap/Lzts1/Aup1/Dcn/Trp53inp2/Rubcnl/Sec22b/Vamp8/Uba5/Rab1a/Nupr1/Tmem39a/Arfip2/Ddrgk1/Ufc1/Mcoln1/Wdr45/Sirt1/Ufl1/Ubxn6/Ap4m1/Atg101/Wdr81/Tlr2/Ufm1/Atg16l2/Bnip3/Nrbp2/Mfsd8/Rufy4/Mtm1	43	0.16044776119403	268	43
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	17/1400	44/28891	8.04450210197673e-12	2.12489776950785e-09	1.42663901938815e-09	Kdelr3/Arcn1/Copb2/Kdelr2/Scfd1/Arf4/Golph3/Copa/Scyl1/Cope/Bet1l/Nbas/Copz2/Sec22b/Kdelr1/Stx18/Rint1	17	0.386363636363636	44	17
GO:1901652	response to peptide	59/1400	464/28891	1.47891262996006e-11	3.72887652654021e-09	2.50353726545392e-09	Bglap2/Bglap/Uso1/Smpd3/Jak2/Ndel1/Xbp1/Plcd1/Ptprj/Trpv4/Inppl1/Agt/Camk2a/Rab31/Egr1/Rps6kb1/Lpin3/Gper1/Insig2/Bglap3/C2cd5/Anxa5/Rhoq/Osbpl8/Atp2b1/Slc9a1/Nr4a1/Igf2/Slc39a14/Ptpn22/Hdac9/Lpin1/Fosl2/Nr4a3/Stxbp3/Tyk2/Cdo1/Appl2/Nucb2/Nr4a2/Cpeb1/Sirt1/Rb1/Scly/Slc26a6/Tlr4/Sort1/Slc27a1/Cdk5/Pck2/Sh2b2/Ano1/Nr1h4/Rarres2/Agtr1a/Tlr6/Atp2a1/Inava/Mgarp	59	0.127155172413793	464	59
GO:0009101	glycoprotein biosynthetic process	44/1400	289/28891	1.66054664385096e-11	4.00480531888751e-09	2.68879360455135e-09	Ramp1/Chst11/St3gal1/Chst3/Ostc/B3gnt9/Chsy1/Galnt3/Mgat5/Pgm3/Golga2/Golph3/Slc2a10/Ost4/Npc1/Gmppb/Pofut2/Csgalnact2/B3gat3/Alg1/Mogs/Gxylt2/St6galnac6/Ugdh/Pomt2/Dad1/C1galt1c1/Slc35c2/Alg5/B4galt7/Chpf2/Entpd5/Trip11/Gorasp1/Phlda1/Tmem59/Lipc/Dpm3/Chst13/Slc35d1/Abca2/Tmtc2/Gfpt2/Xylt1	44	0.152249134948097	289	44
GO:1901653	cellular response to peptide	49/1400	346/28891	1.74265562908678e-11	4.02771282272682e-09	2.70417351566185e-09	Bglap2/Bglap/Uso1/Smpd3/Jak2/Ndel1/Xbp1/Ptprj/Inppl1/Agt/Camk2a/Rab31/Rps6kb1/Lpin3/Gper1/Insig2/Bglap3/C2cd5/Anxa5/Rhoq/Osbpl8/Atp2b1/Slc9a1/Nr4a1/Igf2/Slc39a14/Ptpn22/Hdac9/Lpin1/Nr4a3/Tyk2/Appl2/Nucb2/Nr4a2/Cpeb1/Sirt1/Rb1/Slc26a6/Tlr4/Slc27a1/Cdk5/Pck2/Sh2b2/Ano1/Nr1h4/Rarres2/Agtr1a/Tlr6/Mgarp	49	0.141618497109827	346	49
GO:0060349	bone morphogenesis	26/1400	112/28891	1.90110537243709e-11	4.21817260036342e-09	2.83204665586629e-09	Tmem119/Ifitm5/Smpd3/Phospho1/Mef2c/Runx2/Alpl/Cyp26b1/Trpv4/Inppl1/Dlx5/Chsy1/Mmp14/Insig2/Col1a1/Serpinh1/Fosl2/Nab1/Mef2d/Trip11/Dhrs3/Scube2/Col13a1/Col2a1/Foxn3/Sfrp4	26	0.232142857142857	112	26
GO:0061448	connective tissue development	46/1400	316/28891	2.79551332484286e-11	5.96412015880897e-09	4.00426159647532e-09	Cfh/Slc39a13/Chst11/Smpd3/Pth1r/Mef2c/Col11a2/Runx2/Tgfb1/Xbp1/Ctsk/Trpm4/Trpv4/Bmp1/Eif2ak3/Chsy1/Egr1/Ap1s2/Lox/Col1a1/Serpinh1/Col5a1/Sh3pxd2b/Col11a1/Slc39a14/Pkdcc/Fosl2/Mef2d/Adamts12/Trip11/Selenom/Slc25a25/Bmp8a/Ddrgk1/Mia3/Runx3/Sirt1/Wnt7b/Rb1/Pdgfd/Scube2/Col2a1/Frzb/Nr1h4/Abhd15/Sox8	46	0.145569620253165	316	46
GO:1990778	protein localization to cell periphery	53/1400	400/28891	3.43170339585289e-11	7.05024397659111e-09	4.7334762629737e-09	Ramp1/Atp2b4/Optn/Epb41l2/Cdh2/Sec23a/Tgfb1/Camk2b/Ift20/Lgals3/Camk2a/Ehd3/Abi3/Rab31/Mmp14/Gga2/Cacnb3/Gper1/C2cd5/Ldlrap1/Gorasp2/Rhoq/Tspan14/Golph3/Atp1b3/Ttc7/Ptch1/Pkdcc/Sytl2/Arl6ip5/Blzf1/Lztfl1/Vamp8/Cib1/Tmem150a/Sec16a/Vamp7/Gorasp1/Lrrc15/Tmem59/Tmbim1/Golga4/Pacsin1/Ttc7b/Cdk5/Rapgef4/Abca2/Nkd2/Rab3d/Gga3/Stac2/Lyplal1/Dlg2	53	0.1325	400	53
GO:0070167	regulation of biomineral tissue development	25/1400	107/28891	3.97667327946802e-11	7.87807381471754e-09	5.28927445968341e-09	Bglap2/Bglap/Sgms2/Tmem119/Ifitm5/Tent5a/Phospho1/Mef2c/Tgfb1/Ano6/Trpm4/Notum/Dmp1/Wnt10b/Bglap3/Fam20c/Atp2b1/Cd276/Pkdcc/Mia3/Wnt6/Rxrb/Csf1r/Fzd9/Vdr	25	0.233644859813084	107	25
GO:0060070	canonical Wnt signaling pathway	44/1400	305/28891	1.01303449055368e-10	1.9376904548625e-08	1.30094955628999e-08	Klf4/Tcf7/Cdh2/Lrp4/Tgfb1/Dixdc1/Trpm4/Ift20/Notum/Dlx5/Reck/Egr1/Wnt10b/Col1a1/Kremen1/Bambi/Cthrc1/Fzd8/Wnt5b/Limd1/Rab5a/Dab2ip/Prickle1/Fzd5/Wnt11/Wnt10a/Dvl1/Sox4/Wnt6/Wnt7b/Gli1/Lgr4/Tnn/Tle1/Fzd9/Sema5a/Gprc5b/Nkd2/Ccdc88c/Dkk1/Frzb/Cdh3/Ptpro/Sfrp4	44	0.144262295081967	305	44
GO:0071375	cellular response to peptide hormone stimulus	43/1400	296/28891	1.31611128180764e-10	2.43348976006233e-08	1.63382516317033e-08	Bglap2/Bglap/Uso1/Jak2/Ndel1/Xbp1/Ptprj/Inppl1/Agt/Camk2a/Rab31/Rps6kb1/Lpin3/Gper1/Insig2/Bglap3/C2cd5/Anxa5/Rhoq/Osbpl8/Atp2b1/Slc9a1/Nr4a1/Igf2/Slc39a14/Hdac9/Lpin1/Nr4a3/Tyk2/Appl2/Nucb2/Nr4a2/Cpeb1/Sirt1/Rb1/Slc26a6/Slc27a1/Pck2/Sh2b2/Nr1h4/Rarres2/Agtr1a/Mgarp	43	0.14527027027027	296	43
GO:0030500	regulation of bone mineralization	22/1400	88/28891	1.42740699517853e-10	2.55413761363074e-08	1.7148271473486e-08	Bglap2/Bglap/Sgms2/Tmem119/Ifitm5/Tent5a/Phospho1/Mef2c/Ano6/Trpm4/Notum/Wnt10b/Bglap3/Fam20c/Atp2b1/Cd276/Pkdcc/Mia3/Rxrb/Csf1r/Fzd9/Vdr	22	0.25	88	22
GO:0016050	vesicle organization	48/1400	359/28891	2.11091555684124e-10	3.65914018556199e-08	2.45671685529747e-08	Uso1/Sar1a/Aqp1/Sec23a/Tmf1/Cd2ap/Sec13/Arfgap3/Sec16b/Sec24d/Pikfyve/Yipf5/Ap1s2/Bet1/Laptm4b/Als2cl/C2cd5/Sec24a/Tbc1d20/Arfgef2/Golph3/Atp6v1e1/Sec31a/Tom1/Stx5a/Pi4k2b/Sec23ip/Sphk1/Abcb6/Rubcnl/Sec22b/Vamp8/Atp6v0d1/Rab1a/Pla2g4a/Myo18a/Sec16a/Vamp7/Rnasek/Mia3/Ap3m1/Dysf/Unc13a/Sort1/Nkd2/Snap91/Atp6v0a4/Syt4	48	0.133704735376045	359	48
GO:0043434	response to peptide hormone	51/1400	396/28891	2.24937665003825e-10	3.78099765992792e-08	2.53853096900648e-08	Bglap2/Bglap/Uso1/Jak2/Ndel1/Xbp1/Plcd1/Ptprj/Trpv4/Inppl1/Agt/Camk2a/Rab31/Egr1/Rps6kb1/Lpin3/Gper1/Insig2/Bglap3/C2cd5/Anxa5/Rhoq/Osbpl8/Atp2b1/Slc9a1/Nr4a1/Igf2/Slc39a14/Hdac9/Lpin1/Nr4a3/Stxbp3/Tyk2/Cdo1/Appl2/Nucb2/Nr4a2/Cpeb1/Sirt1/Rb1/Scly/Slc26a6/Sort1/Slc27a1/Pck2/Sh2b2/Nr1h4/Rarres2/Agtr1a/Atp2a1/Mgarp	51	0.128787878787879	396	51
GO:0060350	endochondral bone morphogenesis	19/1400	70/28891	5.5766172971392e-10	9.0980871021268e-08	6.10838142330603e-08	Tmem119/Smpd3/Phospho1/Mef2c/Runx2/Alpl/Trpv4/Inppl1/Dlx5/Mmp14/Col1a1/Serpinh1/Fosl2/Nab1/Mef2d/Trip11/Scube2/Col13a1/Col2a1	19	0.271428571428571	70	19
GO:0001958	endochondral ossification	14/1400	37/28891	7.89138719694312e-10	1.21593124392899e-07	8.16366312946923e-08	Tmem119/Smpd3/Phospho1/Mef2c/Runx2/Alpl/Inppl1/Dlx5/Mmp14/Col1a1/Nab1/Mef2d/Col13a1/Col2a1	14	0.378378378378378	37	14
GO:0036075	replacement ossification	14/1400	37/28891	7.89138719694312e-10	1.21593124392899e-07	8.16366312946923e-08	Tmem119/Smpd3/Phospho1/Mef2c/Runx2/Alpl/Inppl1/Dlx5/Mmp14/Col1a1/Nab1/Mef2d/Col13a1/Col2a1	14	0.378378378378378	37	14
GO:0001667	ameboidal-type cell migration	55/1400	471/28891	1.74146922685377e-09	2.61079183820482e-07	1.75286433132536e-07	Atp2b4/Timp1/Srpx2/Klf4/Sema3b/Mef2c/Cdh2/Aqp1/Tgfb1/Sparc/Scarb1/Agt/Bmper/Zfand5/Tns1/Cd63/Fbxw7/Plcg2/Sema6a/Schip1/Nr4a1/Igf2/Dcn/Sema7a/Ptprm/Hdac9/Dab2ip/Fndc3b/Egr3/Wnt11/Cib1/Sema4b/Hdac5/Ptgs2/Gab2/Appl2/Ctsh/Efna1/Prr5l/Mia3/Sirt1/Smoc2/Bcas3/Enpp2/Ric8a/Svbp/Rgcc/Pax6/Has1/Sema5a/Ptprr/Itgb4/Angpt2/Sema4d/Sox8	55	0.116772823779193	471	55
GO:0090257	regulation of muscle system process	38/1400	263/28891	1.80077683033504e-09	2.6286602836496e-07	1.76486105975772e-07	Atp2b4/Ptgs1/Klf4/Ncf1/Mef2c/Slc8a3/Mlip/Gsn/Trpm4/Trpv4/Agt/Ehd3/Dmpk/Hrc/Atp1a1/Gper1/Smtn/Cmya5/Atp2b1/Slc9a1/Nr4a1/Mef2a/Sphk1/Nr4a3/Fbxo32/Ptgs2/Arhgap42/Gtf2ird2/Fxyd1/Sirt1/Jarid2/Gtf2ird1/Akap9/Kcnma1/Tnnc2/Cacna1s/Atp2a1/Ctnna3	38	0.144486692015209	263	38
GO:0010506	regulation of autophagy	41/1400	300/28891	2.25743667688893e-09	3.21076955043664e-07	2.15568447040028e-07	Optn/Xbp1/Tpcn1/Dap/Snx7/Scfd1/Prkaa2/Golga2/Fbxw7/Wipi1/Flcn/Trim8/Tom1/Npc1/Ctsa/Rnf41/Ptpn22/Lzts1/Dcn/Sh3bp4/Fbxl2/Sec22b/Bmf/Nupr1/Tmem39a/Tmem59/Tspo/Wdr45/Usp20/Sirt1/Ufl1/Atg101/Tlr2/Endog/Bnip3/Nrbp2/Lepr/Mfsd8/Rufy4/Rragd/Mtm1	41	0.136666666666667	300	41
GO:0031345	negative regulation of cell projection organization	34/1400	221/28891	2.4752739558401e-09	3.36654298122468e-07	2.26026948043474e-07	Cspg4/Sema3b/Lrp4/Trpv4/Inppl1/Arhgap24/Abi3/Sema6a/Kremen1/Sema7a/Tsku/Rap1gap/Ptprs/Cib1/Cyth2/Rap1gap2/Sema4b/H2-K1/Gorasp1/Efna1/Wdr44/Amigo3/Hes1/Cdk5/Sema5a/Rufy3/Odf2l/Rtn4rl1/Dkk1/Mbp/Ngef/Sema4d/Mgarp/Xylt1	34	0.153846153846154	221	34
GO:0048705	skeletal system morphogenesis	38/1400	266/28891	2.48834076492179e-09	3.36654298122468e-07	2.26026948043474e-07	Tmem119/Ifitm5/Chst11/Smpd3/Phospho1/Mef2c/Col11a2/Runx2/Alpl/Cyp26b1/Trpv4/Inppl1/Dlx5/Chsy1/Zfand5/Mmp14/Wnt10b/Insig2/Col1a1/Serpinh1/Schip1/Sh3pxd2b/Col11a1/Plekha1/Fosl2/Nab1/Mef2d/Trip11/Wwox/Dhrs3/Vdr/Scube2/Col13a1/Col2a1/Hoxa7/Foxn3/Sfrp4/Pax5	38	0.142857142857143	266	38
