ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	BgRatio_num	GeneRatio_num
GO:0010948	negative regulation of cell cycle process	67/582	314/28891	1.64137842098415e-48	6.47449178968202e-46	4.79847949866658e-46	Kifc1/Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Ccnf/Rad51/Cdca8/Cenpe/Aurka/Dtl/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Nek2/Fbxo5/Ccnb1/E2f8/Rbl1/Knl1/Spc25/Brca1/Pkmyt1/E2f1/Bard1/Cdc6/Ticrr/Dact1/Fancd2/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Cdkn2d/Gen1/Clspn/Ttk/Gas1/Tipin/Rpa2/Chtf18/Cep192/Gpnmb/Trim37/Stil/Timeless/E2f7/Cdt1/Recql4/Ezh2/Rnaseh2b/Eme1/Wdr76/Mrnip/Zwilch/Dna2/Chek1/Blm/Orc1	67	0.213375796178344	314	67
GO:0045786	negative regulation of cell cycle	70/582	400/28891	1.51697091226259e-44	5.48511399025614e-42	4.06521590961597e-42	Kifc1/Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Ccnf/Rad51/Cdca8/Cenpe/Aurka/Dtl/Aurkb/Cdkn2c/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Nek2/Suv39h1/Fbxo5/Ccnb1/E2f8/Rbl1/Knl1/Spc25/Brca1/Pkmyt1/E2f1/Bard1/Cdc6/Ticrr/Dact1/Fancd2/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Cdkn2d/Gen1/Gmnn/Clspn/Ttk/Gas1/Tipin/Rpa2/Chtf18/Cep192/Gpnmb/Trim37/Stil/Timeless/E2f7/Cdt1/Recql4/Ezh2/Rnaseh2b/Eme1/Wdr76/Mrnip/Zwilch/Dna2/Chek1/Blm/Orc1	70	0.175	400	70
GO:1901988	negative regulation of cell cycle phase transition	60/582	271/28891	1.75318682764761e-44	5.8515981885869e-42	4.33683057365461e-42	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Rad51/Cdca8/Cenpe/Aurka/Dtl/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Fbxo5/Ccnb1/Rbl1/Knl1/Spc25/Brca1/Pkmyt1/E2f1/Bard1/Cdc6/Ticrr/Dact1/Fancd2/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Cdkn2d/Gen1/Clspn/Ttk/Gas1/Tipin/Rpa2/Cep192/Gpnmb/Stil/Timeless/E2f7/Cdt1/Ezh2/Rnaseh2b/Eme1/Wdr76/Mrnip/Zwilch/Dna2/Chek1/Blm/Orc1	60	0.22140221402214	271	60
GO:0090068	positive regulation of cell cycle process	59/582	276/28891	8.1991256229291e-43	2.54114329127781e-40	1.88333299083071e-40	Ube2c/Racgap1/Incenp/Birc5/Rrm2/Pdgfrb/Ndc80/Rrm1/Cdc20/Lmnb1/Ncaph/Cdca8/Cenpe/Aurka/Dtl/Fam83d/Aurkb/Ncapg2/Rad21/Bub1/Sgo2a/Cdca5/Mad2l1/Cdk1/Nusap1/Smc2/Smc4/Kif14/Ncapg/Fen1/Fbxo5/Ccnb1/E2f8/Ect2/Kif23/Cdc25c/Dbf4/Rad18/Cdc6/Kif20b/Spag5/Trp63/Ncapd3/Gen1/Rad51ap1/Cdc25b/Ncapd2/Stil/Atad5/E2f7/Lef1/Cit/Plk4/Ezh2/Slf1/Cdc7/Orc1/Rad51b/Cenpj	59	0.213768115942029	276	59
GO:1901990	regulation of mitotic cell cycle phase transition	64/582	343/28891	1.55294212726698e-42	4.49214392680762e-40	3.32928996407062e-40	Ube2c/Incenp/Birc5/Rrm2/Ndc80/Rrm1/Cdc20/Lmnb1/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Dtl/Aurkb/Cdkn2c/Rad21/Bub1/Spc24/Cdca5/Mad2l1/Cdk1/Cenpf/Kif14/Fbxo5/Ccnb1/Rbl1/Knl1/Spc25/Brca1/Cdc25c/Dbf4/E2f1/Bard1/Cdc6/Ticrr/Dact1/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Cdkn2d/Gen1/Clspn/Ttk/Cdc25b/Rpa2/Cep192/Gpnmb/Stil/Atad5/E2f7/Ezh2/Rnaseh2b/Mrnip/Zwilch/Chek1/Cdc7/Blm/Orc1/Rad51b/Cenpj	64	0.186588921282799	343	64
GO:1903046	meiotic cell cycle process	54/582	239/28891	1.35980311139694e-40	3.68761606271958e-38	2.73302533244582e-38	Mcm6/Top2a/Ccnb2/Incenp/Birc5/Ndc80/Cdc20/Mcm5/Mcm2/Nuf2/Mcm4/Plk1/Ncaph/Rad51/Aspm/Cenpe/Aurka/Sgo2a/Smc2/Smc4/Fignl1/Fbxo5/Kif18a/Ndc1/Cks2/Cdc25c/Pkmyt1/Fancd2/Mastl/Sgo1/Mcm3/Trip13/Mcm7/Haspin/Ncapd3/Ccne1/Rad51ap1/Ttk/Rad54l/Ccne2/Cdc25b/Ncapd2/Rad54b/Chtf18/Brip1/Ednra/Eme1/Ankle1/Fanca/Psmc3ip/Suv39h2/Espl1/Cenps/Mybl1	54	0.225941422594142	239	54
GO:0051983	regulation of chromosome segregation	43/582	132/28891	5.47352050331116e-40	1.39703561552159e-37	1.0353935069731e-37	Ube2c/Tacc3/Incenp/Birc5/Ndc80/Cdc20/Kif2c/Mki67/Bub1b/Nuf2/Plk1/Ncaph/Cdca8/Cenpe/Aurkb/Ncapg2/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Smc2/Smc4/Ncapg/Fbxo5/Ccnb1/Knl1/Spc25/Rad18/Cdca2/Cdc6/Spdl1/Trip13/Haspin/Kntc1/Ncapd3/Gen1/Ttk/Ncapd2/Chtf18/Cep192/Cit/Zwilch	43	0.325757575757576	132	43
GO:0045787	positive regulation of cell cycle	62/582	365/28891	1.07494318782222e-38	2.59121027331145e-36	1.92043943789291e-36	Ube2c/Racgap1/Incenp/Birc5/Rrm2/Pdgfrb/Ndc80/Rrm1/Cdc20/Lmnb1/Ncaph/Cdca8/Cenpe/Aurka/Dtl/Fam83d/Aurkb/Ncapg2/Rad21/Bub1/Sgo2a/Cdca5/Mad2l1/Cdk1/Nusap1/Smc2/Smc4/Kif14/Ncapg/Fen1/Fbxo5/Ccnb1/E2f8/Ect2/Brca1/Kif23/Cdc25c/Dbf4/Rad18/Bard1/Cdc6/Kif20b/Spag5/Trp63/Ncapd3/Gen1/Rad51ap1/Cdc25b/Ncapd2/Stil/Atad5/E2f7/Lef1/Cit/Plk4/Ezh2/Chek1/Slf1/Cdc7/Orc1/Rad51b/Cenpj	62	0.16986301369863	365	62
GO:0051304	chromosome separation	36/582	85/28891	1.50941131470128e-38	3.44701878657309e-36	2.55471000909276e-36	Ube2c/Top2a/Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Ncaph/Cdca8/Cenpe/Aurkb/Ncapg2/Rad21/Bub1/Spc24/Mad2l1/Smc2/Smc4/Ncapg/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Ncapd3/Gen1/Ttk/Ncapd2/Cep192/Espl1/Zwilch	36	0.423529411764706	85	36
GO:1905818	regulation of chromosome separation	34/582	75/28891	9.80267343779692e-38	2.12669000233004e-35	1.57616670276156e-35	Ube2c/Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Ncaph/Cdca8/Cenpe/Aurkb/Ncapg2/Rad21/Bub1/Spc24/Mad2l1/Smc2/Smc4/Ncapg/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Ncapd3/Gen1/Ttk/Ncapd2/Cep192/Zwilch	34	0.453333333333333	75	34
GO:0000075	cell cycle checkpoint signaling	48/582	204/28891	4.61107270000691e-37	9.52735449777618e-35	7.06106621479755e-35	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Rad51/Cdca8/Cenpe/Aurka/Dtl/Aurkb/Bub1/Spc24/Mad2l1/Cdk1/Ccnb1/Knl1/Spc25/Brca1/E2f1/Bard1/Cdc6/Ticrr/Fancd2/Spdl1/Trip13/Haspin/Kntc1/Gen1/Clspn/Ttk/Tipin/Rpa2/Cep192/Stil/Timeless/Cdt1/Rnaseh2b/Eme1/Wdr76/Mrnip/Zwilch/Dna2/Chek1/Blm/Orc1	48	0.235294117647059	204	48
GO:0051321	meiotic cell cycle	59/582	350/28891	1.17698035820345e-36	2.32132626102034e-34	1.72041865756532e-34	Mcm6/Top2a/Ccnb2/Incenp/Birc5/Ndc80/Cdc20/Mcm5/Mki67/Mcm2/Nuf2/Mcm4/Plk1/Ncaph/Rad51/Aspm/Cenpe/Aurka/Sgo2a/Smc2/Nek2/Smc4/Fignl1/Mns1/Fbxo5/Kif18a/Ndc1/Cks2/Cdc25c/Pkmyt1/Fancd2/Mastl/Sgo1/Mcm3/Trip13/Mcm7/Haspin/Ncapd3/Ccne1/Rad51ap1/Ttk/Rad54l/Exo1/Ccne2/Cdc25b/Ncapd2/Rad54b/Chtf18/Brip1/Hmga2/Ednra/Eme1/Ankle1/Fanca/Psmc3ip/Suv39h2/Espl1/Cenps/Mybl1	59	0.168571428571429	350	59
GO:1901991	negative regulation of mitotic cell cycle phase transition	45/582	182/28891	7.78388860953673e-36	1.46844750768608e-33	1.08831943716864e-33	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Dtl/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Fbxo5/Ccnb1/Rbl1/Knl1/Spc25/Brca1/Bard1/Cdc6/Ticrr/Dact1/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Gen1/Clspn/Ttk/Rpa2/Cep192/Gpnmb/E2f7/Ezh2/Mrnip/Zwilch/Chek1/Blm/Orc1	45	0.247252747252747	182	45
GO:0045930	negative regulation of mitotic cell cycle	50/582	243/28891	1.56166158718839e-35	2.82335401117102e-33	2.09248953897392e-33	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Dtl/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Cdk1/Fbxo5/Ccnb1/Rbl1/Knl1/Spc25/Brca1/Bard1/Cdc6/Ticrr/Dact1/Fancd2/Spdl1/Trip13/Bcl2/Haspin/Jade1/Kntc1/Gen1/Clspn/Ttk/Gas1/Tipin/Rpa2/Cep192/Gpnmb/Stil/E2f7/Ezh2/Eme1/Mrnip/Zwilch/Chek1/Blm/Orc1	50	0.205761316872428	243	50
GO:0007051	spindle organization	45/582	194/28891	1.64899915041378e-34	2.86200292545815e-32	2.12113364400593e-32	Tpx2/Kifc1/Racgap1/Tacc3/Ccnb2/Incenp/Birc5/Stmn1/Ndc80/Cdc20/Knstrn/Prc1/Nuf2/Plk1/Aspm/Kif11/Cdca8/Cenpe/Aurka/Aurkb/Kif4/Nek2/Fbxo5/Ccnb1/Dlgap5/Spc25/Kif23/Kifc5b/Ckap5/Spag5/Mybl2/Bora/Haus4/Cep192/Stil/Ccsap/Haus3/Haus7/Aunip/Espl1/Haus6/Cenph/Cep72/Wdr62/Cenpj	45	0.231958762886598	194	45
GO:1902850	microtubule cytoskeleton organization involved in mitosis	41/582	160/28891	2.0090755035272e-33	3.35283792684789e-31	2.48490917541522e-31	Tpx2/Kifc1/Racgap1/Tacc3/Incenp/Birc5/Stmn1/Ndc80/Cdc20/Prc1/Nuf2/Plk1/Spry1/Kif11/Cdca8/Cenpe/Cenpa/Aurka/Aurkb/Mad2l1/Cdk1/Kif4/Nusap1/Nek2/Ccnb1/Dlgap5/Spc25/Kif23/Kifc5b/Ckap5/Spdl1/Sapcd2/Mybl2/Bora/Cep192/Stil/Ccsap/Eya1/Cenph/Wdr62/Cenpj	41	0.25625	160	41
GO:0007093	mitotic cell cycle checkpoint signaling	40/582	151/28891	2.93507565235012e-33	4.71677527983229e-31	3.49577236566457e-31	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Dtl/Aurkb/Bub1/Spc24/Mad2l1/Cdk1/Ccnb1/Knl1/Spc25/Brca1/Bard1/Cdc6/Ticrr/Fancd2/Spdl1/Trip13/Haspin/Kntc1/Gen1/Clspn/Ttk/Tipin/Rpa2/Cep192/Stil/Eme1/Mrnip/Zwilch/Chek1/Blm/Orc1	40	0.264900662251656	151	40
GO:0006310	DNA recombination	54/582	333/28891	1.0256398500811e-32	1.58937546767925e-30	1.17794351202924e-30	Mcm6/Top2a/Mcm5/Mcm2/Mcm4/Rad51/Lig1/Rad21/Fignl1/Msh6/Brca1/Rad18/Bard1/Cdc45/Hmgb2/Parpbp/Fancd2/Mcm3/Trip13/Mcm7/Nucks1/Gen1/Rad51ap1/Rad54l/Exo1/Pif1/Rpa2/Rad54b/Chtf18/Mcm8/Brip1/Atad5/Gins2/Timeless/Mms22l/Lef1/Nsd2/Recql4/Ezh2/Eme1/Ankle1/Fancb/Psmc3ip/Polq/Aunip/Mrnip/Cenps/Zranb3/Chek1/Ung/Paxip1/Cdc7/Blm/Rad51b	54	0.162162162162162	333	54
GO:0051310	metaphase chromosome alignment	33/582	94/28891	3.48243051434321e-32	5.21043655232247e-30	3.86164254857296e-30	Kifc1/Racgap1/Incenp/Birc5/Ndc80/Knstrn/Kif2c/Nuf2/Kif22/Cdca8/Cenpe/Fam83d/Aurkb/Spc24/Cdca5/Cenpf/Nek2/Kif14/Ccnb1/Knl1/Spc25/Kif18a/Ect2/Kifc5b/Spdl1/Spag5/Sgo1/Cenpq/Mis12/Pmf1/Dsn1/Cdt1/Nsl1	33	0.351063829787234	94	33
GO:0140013	meiotic nuclear division	44/582	213/28891	1.85431005444131e-31	2.68195044207361e-29	1.98769025133972e-29	Top2a/Ccnb2/Incenp/Birc5/Ndc80/Cdc20/Nuf2/Plk1/Ncaph/Rad51/Aspm/Cenpe/Aurka/Sgo2a/Smc2/Smc4/Fignl1/Fbxo5/Kif18a/Ndc1/Cks2/Fancd2/Mastl/Sgo1/Trip13/Haspin/Ncapd3/Ccne1/Rad51ap1/Ttk/Rad54l/Ccne2/Cdc25b/Rad54b/Chtf18/Brip1/Eme1/Ankle1/Fanca/Psmc3ip/Suv39h2/Espl1/Cenps/Mybl1	44	0.206572769953052	213	44
GO:0051985	negative regulation of chromosome segregation	27/582	55/28891	2.0256558433944e-31	2.83526474338332e-29	2.10131701241762e-29	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Chtf18/Cep192/Zwilch	27	0.490909090909091	55	27
GO:0033044	regulation of chromosome organization	46/582	244/28891	5.52159975086833e-31	7.48694416219303e-29	5.54884448648117e-29	Ube2c/Top2a/Tacc3/Incenp/Birc5/Ndc80/Cdc20/Mcm2/Bub1b/Nuf2/Plk1/Ncaph/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Sgo2a/Mad2l1/Cdk1/Smc2/Nek2/Smc4/Ncapg/Fen1/Fbxo5/Ccnb1/Knl1/Spc25/Cdc6/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Hnrnpd/Ncapd2/Pif1/Cep192/Cit/Wdhd1/Recql4/Zwilch/Slf1	46	0.188524590163934	244	46
GO:0033046	negative regulation of sister chromatid segregation	26/582	51/28891	7.21106626825023e-31	8.69133792720493e-29	6.44146416652177e-29	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Cep192/Zwilch	26	0.509803921568627	51	26
GO:0033048	negative regulation of mitotic sister chromatid segregation	26/582	51/28891	7.21106626825023e-31	8.69133792720493e-29	6.44146416652177e-29	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Cep192/Zwilch	26	0.509803921568627	51	26
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	26/582	51/28891	7.21106626825023e-31	8.69133792720493e-29	6.44146416652177e-29	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Cep192/Zwilch	26	0.509803921568627	51	26
GO:2000816	negative regulation of mitotic sister chromatid separation	26/582	51/28891	7.21106626825023e-31	8.69133792720493e-29	6.44146416652177e-29	Incenp/Birc5/Ndc80/Cdc20/Bub1b/Nuf2/Plk1/Cdca8/Cenpe/Aurkb/Rad21/Bub1/Spc24/Mad2l1/Fbxo5/Ccnb1/Knl1/Spc25/Spdl1/Trip13/Haspin/Kntc1/Gen1/Ttk/Cep192/Zwilch	26	0.509803921568627	51	26
